asset,type,taille_octets,refs,pages_usages,alt_contextes,risque_nouveau
images/d47ec3e4203c.png,bitmap,81923,2,app\empresas\page.tsx,alt=Formation en IA,NEUTRE|-
images/d7f65ca5da65.png,bitmap,4116,2,app\page.tsx; app\sections\metodolog-propia-deac-section.tsx,,NEUTRE|-
images/d84b972b2df3.png,bitmap,91215,3,app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx,alt=Certificat de Cours Expert,A-CHECK|-
images/d91bbe528cd7.jpg,bitmap,132736,4,app\curso-ia\page.tsx; app\institution\page.tsx,alt=Apprenants de la première édition du Programme Intensif d'Intelligence Artificielle Générative de HOJA ACADEMY | alt=Apprenants de la première édition du Programme Intensif d’Intelligence Artificielle Générative de HOJA ACADEMY,CRITIQUE|PHOTO_PERSONNE_REELLE
images/da3580333410.jpg,bitmap,18390,1,app\curso-ia\page.tsx,title=Alexis - Programme Intensif d'IA Générative | title=Alexis - Programme Intensif d'IA Générative,NEUTRE|-
images/da62aa277dfc.png,bitmap,14000,1,app\curso-de-make\page.tsx,alt=Cours Make Partners,NEUTRE|-
images/dcea3cfe0cb3.png,bitmap,339708,4,app\curso-ia\page.tsx; app\institution\page.tsx,alt=Apprenants de la troisième édition du Programme Intensif d'Intelligence Artificielle Générative de HOJA ACADEMY | alt=Apprenants de la troisième édition du Programme Intensif d’Intelligence Artificielle Générative de HOJA ACADEMY,CRITIQUE|PHOTO_PERSONNE_REELLE
images/dd8eef8ff2e9.webp,bitmap,134076,3,app\institution\page.tsx; app\page.tsx; app\sections\metodolog-propia-deac-section.tsx,,NEUTRE|-
images/e34dbaa8f713.png,bitmap,130208,6,app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx,alt=Certificat de Cours Expert,A-CHECK|-
images/e39455089704.png,bitmap,763552,2,app\empresas\page.tsx; app\layout.tsx,alt=Programme IA pour entreprises en direct,NEUTRE|-
images/e412ba825821.png,bitmap,133506,1,app\empresas\page.tsx,alt=Formation en IA,NEUTRE|-
images/e4610973a2ef.png,bitmap,115103,1,app\empresas\page.tsx,title=Expert en ChatGPT | title=Expert en Gemini | title=Expert en Make,NEUTRE|-
images/e4f61ba9d3c6.webp,bitmap,40174,4,app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx; app\curso-ia\page.tsx,,NEUTRE|-
images/e7f85ce8fd03.webp,bitmap,39578,2,app\page.tsx; app\sections\feature-grid-section.tsx,,NEUTRE|-
images/e853281d170b.png,bitmap,2087258,2,app\curso-ia\page.tsx; app\institution\page.tsx,alt=Apprenants de la troisième édition du Programme Intensif d'Intelligence Artificielle Générative de HOJA ACADEMY | alt=Apprenants de la troisième édition du Programme Intensif d’Intelligence Artificielle Générative de HOJA ACADEMY,CRITIQUE|PHOTO_PERSONNE_REELLE
images/ed05935549e6.webp,bitmap,258748,2,app\contacto\page.tsx; app\reset-password\page.tsx,,NEUTRE|-
images/ed3f0a2a37d9.png,bitmap,14383,2,app\empresas\page.tsx; app\institution\page.tsx,title=Expert en ChatGPT | title=Expert en Gemini | title=Expert en Make | label=L'Institution,NEUTRE|-
images/ee6603880740.png,bitmap,4351,2,app\empresas\page.tsx; app\institution\page.tsx,title=Expert en ChatGPT | title=Expert en Gemini | title=Expert en Make | label=L'Institution,NEUTRE|-
images/ef5940dfac98.webp,bitmap,122036,2,app\page.tsx; app\sections\el-mundo-est-section.tsx,label=Actualités | name=icon una academia artificial | title=\n\t\t\t\t\t\t\tUne académie  | title2=d'excellence\t\t\t\t\t\t,NEUTRE|-
images/efb377a05fdc.png,bitmap,133506,2,app\curso-ia\page.tsx; app\institution\page.tsx,,NEUTRE|-
images/f033dfba39b9.png,bitmap,44797,2,app\curso-ia\page.tsx; app\institution\page.tsx,alt=Apprenants de la troisième édition du Programme Intensif d'Intelligence Artificielle Générative de HOJA ACADEMY | alt=Apprenants de la troisième édition du Programme Intensif d’Intelligence Artificielle Générative de HOJA ACADEMY,CRITIQUE|PHOTO_PERSONNE_REELLE
images/f2ae5bd2283f.png,bitmap,54944,5,app\curso-ia\page.tsx; app\page.tsx; app\sections\el-futuro-est-section.tsx; app\sections\en-solo8-section.tsx,,NEUTRE|-
images/f3d33ba313e5.png,bitmap,10352,1,app\institution\page.tsx,label=L'Institution | label=Entreprises,NEUTRE|-
images/f687d3864209.webp,bitmap,156174,2,app\page.tsx; app\sections\el-futuro-est-section.tsx,,NEUTRE|-
images/f6f5a0c5ba99.webp,bitmap,808306,1,app\ditto.css,,NEUTRE|-
images/f7b4b5ff001a.png,bitmap,76641,10,app\curso-ia\page.tsx; app\page.tsx; app\sections\el-futuro-est-section.tsx; app\sections\en-solo8-section.tsx,,NEUTRE|-
images/f8bf71f6840c.png,bitmap,250395,2,app\curso-ia\page.tsx; app\institution\page.tsx,alt=Apprenants de la quatrième édition du Programme Intensif d'Intelligence Artificielle Générative de HOJA ACADEMY | alt=Apprenants de la quatrième édition du Programme Intensif d’Intelligence Artificielle Générative de HOJA ACADEMY,CRITIQUE|PHOTO_PERSONNE_REELLE
images/fa64729e9a88.png,bitmap,221128,70,app\accesibilidad\page.tsx; app\aviso-legal\page.tsx; app\contacto\page.tsx; app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx,alt=HOJA ACADEMY,NEUTRE|LOGO_VERIFIE_NOUVEAU
images/ff52ab84d186.png,bitmap,354184,2,app\curso-ia\page.tsx; app\institution\page.tsx,alt=Apprenants de la cinquième édition du Programme Intensif d'Intelligence Artificielle Générative de HOJA ACADEMY | alt=Apprenants de la cinquième édition du Programme Intensif d’Intelligence Artificielle Générative de HOJA ACADEMY,CRITIQUE|PHOTO_PERSONNE_REELLE
images/ffc46ef4b1da.png,bitmap,18391,1,app\empresas\page.tsx,alt=Formation en IA,NEUTRE|-
images/fffccc471822.png,bitmap,1508,1,app\empresas\page.tsx,alt=Programa de IA para empresas,NEUTRE|-
svg/13f2fd4da1c4.svg,svg,767,3,app\empresas\page.tsx,,NEUTRE|-
svg/18215837ce47.svg,svg,656,1,app\curso-de-make\page.tsx,aria-label=Not completed | alt=🎁 | label=Not completed,NEUTRE|-
svg/196cb07cc4a8.svg,svg,1290,17,app\curso-de-chatgpt\components\media-tile.tsx; app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx,aria-label=Not started | alt=🆕 | aria-label=Not completed | label=Not started | label=Not completed,NEUTRE|-
svg/1b3f50d6645a.svg,svg,2415,11,app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx; app\curso-ia\page.tsx; app\empresas\page.tsx,,NEUTRE|-
svg/4d2dff60794f.svg,svg,1074,2,app\page.tsx; app\sections\el-futuro-est-section.tsx,alt=📩,NEUTRE|-
svg/5a114231c575.svg,svg,22059,2,app\page.tsx; app\sections\en-solo8-section.tsx,,NEUTRE|-
svg/88d6f0c03d30.svg,svg,21601,3,app\curso-ia\page.tsx; app\empresas\page.tsx; app\institution\page.tsx,,NEUTRE|-
svg/98e44877f5f9.svg,svg,52964,6,app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx; app\curso-ia\page.tsx; app\page.tsx,name=icon una academia artificial | title=\n\t\t\t\t\t\t\tUna academia  | title2=artificial\t\t\t\t\t\t,NEUTRE|-
svg/9c4469efeb42.svg,svg,548,2,app\programa-afiliados\page.tsx; app\registration\page.tsx,alt=⚠️,NEUTRE|-
svg/b0c27daccbe6.svg,svg,240,1,app\programa-afiliados\page.tsx,alt=⬇️,NEUTRE|-
svg/bd3b0124deae.svg,svg,14819,16,app\accesibilidad\page.tsx; app\aviso-legal\page.tsx; app\contacto\page.tsx; app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx,,NEUTRE|-
svg/cdac22d0b300.svg,svg,1207,6,app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx,aria-label=Not started | alt=📨 | label=Not started,NEUTRE|-
svg/f485e8b2a2dd.svg,svg,677,3,app\curso-de-chatgpt\page.tsx; app\curso-de-gemini\page.tsx; app\curso-de-make\page.tsx,alt=🚀,NEUTRE|-
svg/f8139be7608e.svg,svg,22097,2,app\ditto.css; app\institution\ditto.css,,NEUTRE|-
